Name,Age Rating,Game Id,Install size,Platforms,Sources
Aliens: Fireteam Elite,,1549970,,PC (Windows),Steam
Kingdoms of Amalur: Re-Reckoning,,1041720,,PC (Windows),Steam
For The King,,f9b2486d-a6cc-4f2f-896e-0fef3360d068,,PC (Windows),Amazon
Wizardry 8,,4199a103-3023-4bd0-a3a6-1d8967bc2300,,PC (Windows),Amazon
The Beast Inside,,792300,,PC (Windows),Steam
Hello Neighbor,PEGI 7,Ursus,,PC (Windows),Epic
iREC,,557260,,PC (Windows),Steam
Crashlands,,afdf59e3dc8f40ec8fd887b5d3fcef23,,PC (Windows),Epic
Cyber Hook,,1130410,,PC (Windows),Steam
BATTLETECH,,637090,,PC (Windows),Steam
Arrog,,arrog_trove,,PC (Windows),Humble
Synced,,1587863,,PC (Windows),itch.io
Brütal Legend,,3ea9dd41-009a-4944-b23b-30d0450d3b90,,PC (Windows),Amazon
Half-Life: Opposing Force,PEGI 16,50,,PC (Windows),Steam
"Linea, the Game",,428900,,PC (Windows),Steam
"Evan's Remains",,amzn1.adg.product.a7f4a806-7d00-448b-a373-96b82a3583e8,,PC (Windows),Amazon
Tomb Raider: Anniversary,PEGI 16,8000,,PC (Windows),Steam
Rogue Rocks,,1126440,,PC (Windows),Steam
Hiveswap Friendsim,,833040,,PC (Windows),Steam
Metal Slug X,,amzn1.adg.product.21ead428-3fd5-4e96-a48d-416ba2200318,,PC (Windows),Amazon
Hyper Scape,PEGI 12,11957,,PC (Windows),Ubisoft Connect
Indiana Jones and the Fate of Atlantis,,88612dcd-7348-4588-89eb-ef41d873de11,,PC (Windows),Amazon
Commander: Conquest of the Americas Gold,,254020,,PC (Windows),Steam
Evergarden,,576500,,PC (Windows),Steam
Last Resort,,amzn1.adg.product.e159b43d-77c7-4f22-8b1f-dd00f827f93e,,PC (Windows),Amazon
Turnip Boy Commits Tax Evasion,,amzn1.adg.product.43251731-1ef4-4c83-8318-c16f7cf5fe8e,,PC (Windows),Amazon
CreatorCrate,,creatorcrate_trove,,PC (Windows),Humble
Saints Row IV,PEGI 18,206420,,PC (Windows),Steam
Lethal League Blaze,PEGI 12,553310,,PC (Windows),Steam
Sure Footing,,670730,,PC (Windows),Steam
Eternal Threads,,1046790,,PC (Windows),Steam
The First Tree,PEGI 3,cd98b47155654e1f9a9e84e60d0b49e4,,PC (Windows),Epic
HordeCore: Training Ground,,1865815565,,PC (Windows),GOG
Child of Light,PEGI 7,256290,,PC (Windows),Steam
Valfaris,PEGI 18,600130,,PC (Windows),Steam
DOOM 3,PEGI 18,1492054092,,PC (Windows),GOG
Scribblenauts Unmasked,,249870,,PC (Windows),Steam
Agatha Knife,,amzn1.adg.product.84883b78-8b43-4e75-99d7-03763231ca80,,PC (Windows),Amazon
Syberia 2,,46510,,PC (Windows),Steam
Cloudborn,,677040,,PC (Windows),Steam
GOAT OF DUTY,,555000,,PC (Windows),Steam
HITMAN 2,,863550,,PC (Windows),Steam
Epistory - Typing Chronicles,PEGI 7,4ec72fd8cbd94aa4acc61624c68fbc4f,,PC (Windows),Epic
The Ship Tutorial,,2430,,PC (Windows),Steam
"Hero's Hour",,1656780,,PC (Windows),Steam
Dishonored: Death of the Outsider,PEGI 18,2fb8273dcf6f41e4899c0c881e047053,,PC (Windows),Epic
Prevent The Fall,,595090,,PC (Windows),Steam
AER Memories of Old,PEGI 7,331870,,PC (Windows),Steam
2000:1: A Space Felony,,20001aspacefelony_trove,,PC (Windows),Humble
Crown Trick,,1000010,,PC (Windows),Steam
RiME,PEGI 7,Hydrangea,,PC (Windows),Epic
Fractured Minds,,52f0cdf8-8ef1-473b-8b6c-91eda0b51bbc,,PC (Windows),Amazon
Q.U.B.E. 2,PEGI 12,Auk,,PC (Windows),Epic
FEMINAZI: 3000,,705070,,PC (Windows),Steam
Hector: Ep 2,,94610,,PC (Windows),Steam
Gang of Four,,350300,,PC (Windows),Steam
Bomber Crew,,8c105008-09cb-4049-a10f-f4a6c55aa4c7,,PC (Windows),Amazon
Townsmen - A Kingdom Rebuilt,,938380,,PC (Windows),Steam
Everhood,,1229380,,PC (Windows),Steam
Pixel Puzzles 2: Anime,,17569536,,PC (Windows),Indiegala
Reigns: Game of Thrones,,897820,,PC (Windows),Steam
Genesis Alpha One Deluxe Edition,,7d0c58f3-6fb1-471e-9d78-00d48f237410,,PC (Windows),Amazon
Grim,,7676,,PC (Windows),itch.io
She Remembered Caterpillars,PEGI 3,470780,,PC (Windows),Steam
Europa Universalis II,,1428922775,,PC (Windows),GOG
Minoria,,940910,,PC (Windows),Steam
Grand Theft Auto III,PEGI 16,12100,,PC (Windows),Steam
Relicta,,941570,,PC (Windows),Steam
"Devil's Kiss",,1807052519,,PC (Windows),GOG
ENDLESS Space 2,PEGI 7,392110,,PC (Windows),Steam
Kingdom: New Lands,PEGI 7,496300,,PC (Windows),Steam
Citizens of Earth,PEGI 12,258910,,PC (Windows),Steam
Grand Theft Auto: San Andreas,PEGI 18,12120,,PC (Windows),Steam
Tross,,443850,,PC (Windows),Steam
HUMANS CONNECT,,1580010,,PC (Windows),Steam
20 Minute Metropolis,,20minutemetropolis_20 Minute Metropolis,,,Humble
Road Redemption,PEGI 18,300380,,PC (Windows),Steam
20XX,,Quail,,PC (Windows),Epic
Railway Empire,,503940,,PC (Windows),Steam
RetroArch,,1118310,,PC (Windows),Steam
Kabounce,PEGI 3,431930,,PC (Windows),Steam
Bomb Defense,,656680,,PC (Windows),Steam
Kingdom Rush,PEGI 7,246420,,PC (Windows),Steam
SteamWorld Dig 2,,amzn1.adg.product.ffe01392-25f2-458c-9115-c0629903818e,,PC (Windows),Amazon
Tiny Troopers Joint Ops,,0b2fc570-5632-44c3-8d83-0901f144268b,,PC (Windows),Amazon
Horace,PEGI 12,Palila,,PC (Windows),Epic
"Fight'N Rage",,674520,,PC (Windows),Steam
Shaq Fu 2,,969ae4a5-eb89-4ae8-858a-182a0ff9194e,,PC (Windows),Amazon
MapleStory 2,,560380,,PC (Windows),Steam
Gun Monkeys,,239450,,PC (Windows),Steam
Day of Defeat: Source,PEGI 16,300,,PC (Windows),Steam
Nimbatus - The Space Drone Constructor,,383840,,PC (Windows),Steam
MultiVersus,PEGI 12,711c5e95dc094ca58e5f16bd48e751d6,,PC (Windows),Epic
Project RPG Remastered,,455710,,PC (Windows),Steam
WhiteLily 1：丽丽公主,,876850,,PC (Windows),Steam
Firefly Online Cortex,,343750,,PC (Windows),Steam
Ruby Heart,,1460440,,PC (Windows),Steam
Killing Floor,PEGI 18,1250,,PC (Windows),Steam
World War III: Black Gold,PEGI 12,254080,,PC (Windows),Steam
Theme Hospital,,Origin.OFR.50.0000500,,PC (Windows),EA app
Caverns of Mars Recharged,PEGI 3,8dc2dbb961e0490ab85efc7ae0b8b1eb,,PC (Windows),Epic
Out of Line,,amzn1.adg.product.df1b00ec-d2df-4fff-937a-8feb4e0c8724,,PC (Windows),Amazon
TheMaze,,1228665,,PC (Windows),itch.io
Fortune-499,,840610,,PC (Windows),Steam
Hotline Miami 2: Wrong Number,,9875182a-e2d1-4124-ab59-39e463076896,,PC (Windows),Amazon
The Darkside Detective: A Fumble in the Dark,,amzn1.adg.product.8d752461-4a70-4f1c-9bd5-d320afa9c9f1,,PC (Windows),Amazon
Wytchwood,,amzn1.adg.product.26441a93-d672-4d03-918c-594027c620ba,,PC (Windows),Amazon
"Divinity II: Developer's Cut",PEGI 12,219780,,PC (Windows),Steam
L.A. Noire,PEGI 18,110800,,PC (Windows),Steam
Rogue Company,PEGI 16,Pewee,,PC (Windows),Epic
Little Inferno,PEGI 12,Clover,,PC (Windows),Epic
XCOM 2,PEGI 16,3be3c4d681bc46b3b8b26c5df3ae0a18,,PC (Windows),Epic
Counter-Strike: Condition Zero Deleted Scenes,PEGI 16,100,,PC (Windows),Steam
Arcade Paradise,,1388870,,PC (Windows),Steam
DARQ,,ee96375fac2f47de978170a24398e581,,PC (Windows),Epic
Republique,,2f7d571e-0c1f-4b68-bbb4-8fa519800c4d,,PC (Windows),Amazon
Memories of a Vagabond,,307070,,PC (Windows),Steam
Magic The Gathering Arena,PEGI 12,stargazer,,PC (Windows),Epic
Subserial Network,,subserialnetwork_Subserial Network,,,Humble
GRID Autosport,PEGI 3,255220,,PC (Windows),Steam
Devil May Cry HD Collection: Devil May Cry HD,,c24336e8-b8e2-4537-bf1b-9f6cc6cee40a,,PC (Windows),Amazon
R-COIL,,717070,,PC (Windows),Steam
The Awesome Adventures of Captain Spirit,,845070,,PC (Windows),Steam
Draw Your Game,,677880,,PC (Windows),Steam
Moon Hunters,PEGI 7,320040,,PC (Windows),Steam
The Uncertain: Last Quiet Day,PEGI 7,406970,,PC (Windows),Steam
Last Encounter,,719800,,PC (Windows),Steam
Rise of the Tomb Raider,PEGI 18,391220,,PC (Windows),Steam
Kero Blaster,PEGI 3,292500,,PC (Windows),Steam
Adam Wolfe,,bd0d4f4f-988f-44a6-ab2b-5ee2595ef135,,PC (Windows),Amazon
Blasphemous,,340e2d64-ef20-48dc-842d-f85ad1e06d2a,,PC (Windows),Amazon
Hector: Ep 1,,94600,,PC (Windows),Steam
Castle on the Coast,,amzn1.adg.product.a8a58d6f-77a8-4cfc-971a-4f4be7cf34b8,,PC (Windows),Amazon
Once Upon A Crime In The West,,onceuponacrimeinthewest_trove,,PC (Windows),Humble
LostWinds 2: Winter of the Melodias,,447800,,PC (Windows),Steam
LEGO Star Wars: The Complete Saga,PEGI 3,32440,,PC (Windows),Steam
Risen,PEGI 16,40300,,PC (Windows),Steam
The Metronomicon,,e778b2fe-5847-41ce-947e-c1539e1f81d3,,PC (Windows),Amazon
The Banner Saga 2,PEGI 16,281640,,PC (Windows),Steam
"Founders' Fortune",,1104330,,PC (Windows),Steam
Two Point Hospital,,535930,,PC (Windows),Steam
Stikbold! A Dodgeball Adventure,,dc09a502-fa27-4d3c-b29d-b5629fcf2161,,PC (Windows),Amazon
Diablo Immortal,,ANBS,,PC (Windows),Battle.net
Revita,,amzn1.adg.product.c42ee7aa-7704-4330-b5b8-79df1317304e,,PC (Windows),Amazon
"Retired Men's Nude Beach Volleyball",,retiredmensnudebeachvolleyball_trove,,PC (Windows),Humble
Watch_Dogs,PEGI 18,274,,PC (Windows),Ubisoft Connect
Bless Unleashed,,1254120,,PC (Windows),Steam
Figment,,45468b40-7274-424c-b4c4-6b8a08901272,,PC (Windows),Amazon
Ancient Planet,,345090,,PC (Windows),Steam
Killing Floor Mod: Defence Alliance 2,,35420,,PC (Windows),Steam
Beyond Divinity,PEGI 12,219760,,PC (Windows),Steam
Abyss Odyssey,PEGI 16,255070,,PC (Windows),Steam
Anomaly Warzone Earth,PEGI 12,91200,,PC (Windows),Steam
A Total War Saga: TROY,PEGI 16,11e598b192324994abce05bad4f81b50,,PC (Windows),Epic
Abandon Ship,,amzn1.adg.product.6f7b2156-b0d8-460a-b25e-617077be4961,,PC (Windows),Amazon
"Ken Follett's The Pillars of the Earth",PEGI 16,234270,,PC (Windows),Steam
Shadow Warrior Classic Complete,,1207659142,,PC (Windows),GOG
Gnumz: Masters of Defense,,371460,,PC (Windows),Steam
Rover Rescue,,286440,,PC (Windows),Steam
FreeCell Quest,PEGI 3,364640,,PC (Windows),Steam
Golden Light,,1245430,,PC (Windows),Steam
Company of Heroes ,PEGI 18,228200,,PC (Windows),Steam
LEGO Batman 3 Beyond Gotham,PEGI 7,Gull,,PC (Windows),Epic
Escape From The Aliens In Outer Space,,escapefromthealiensinouterspace_Escape From The Aliens In Outer Space,,,Humble
"The Swords of Ditto: Mormo's Curse",PEGI 7,619780,,PC (Windows),Steam
Gone Home,,f41d91c5-83b4-40e1-869e-01a0d6056f97,,PC (Windows),Amazon
Dragon Age: Origins - Ultimate Edition,PEGI 18,Origin.OFR.50.0001535,,PC (Windows),EA app
Wandersong,PEGI 7,530320,,PC (Windows),Steam
Alien Breed 3: Descent,PEGI 16,1743464065,,PC (Windows),GOG
Treadnauts,,23fc052e-6972-4e66-9103-a15a523832b9,,PC (Windows),Amazon
"Don't Stand Out",,811240,,PC (Windows),Steam
Corridor 7: Alien Invasion,,2147483140,,PC (Windows),GOG
Braid,PEGI 12,26800,,PC (Windows),Steam
art of rally,,01805192c8074820b1257fcfd97f2648,,PC (Windows),Epic
Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,PEGI 12,31210,,PC (Windows),Steam
LostWinds,,447780,,PC (Windows),Steam
Serious Sam Classic: The Second Encounter,,41060,,PC (Windows),Steam
Poker Night 2,,234710,,PC (Windows),Steam
City of Gangsters,PEGI 18,002b00085aeb49b1a3f3c42e3f918f2f,,PC (Windows),Epic
Deus Ex: Mankind Divided,,337000,,PC (Windows),Steam
Getting Over It with Bennett Foddy,,gettingoveritwithbennettfoddy_trove,,PC (Windows),Humble
Rogue Port - Red Nightmare,,467310,,PC (Windows),Steam
Enter the Gungeon,PEGI 7,Garlic,,PC (Windows),Epic
Little Adventurer III,,785030,,PC (Windows),Steam
World of Tanks Blitz,PEGI 7,444200,,PC (Windows),Steam
Fisticubes,,1651360,,PC (Windows),Steam
Aegis Defenders,,5df60b68-ec08-4a80-bee6-7913ae0aad00,,PC (Windows),Amazon
Steel & Steam: Episode 1,PEGI 12,310450,,PC (Windows),Steam
Forts,,410900,,PC (Windows),Steam
The I of the Dragon,PEGI 12,279720,,PC (Windows),Steam
Mind Spheres,,498660,,PC (Windows),Steam
Flight of the Amazon Queen,,1207659723,,PC (Windows),GOG
Half-Life 2: Lost Coast,,340,,PC (Windows),Steam
Dead Ground,,778410,,PC (Windows),Steam
Head 2 Head,,1617900,,PC (Windows),Steam
The Messenger,,764790,,PC (Windows),Steam
Outward,,794260,,PC (Windows),Steam
"OVERKILL's The Walking Dead - BETA",,952440,,PC (Windows),Steam
South Park: The Stick of Truth,PEGI 18,213670,,PC (Windows),Steam
Lost in the Dungeon,,780580,,PC (Windows),Steam
The Fall,PEGI 12,290770,,PC (Windows),Steam
The Red Strings Club,,c619a4f5-37a3-4314-aeea-f63d599ce3b4,,PC (Windows),Amazon
Tabletop Playground,,838410,,PC (Windows),Steam
Dungeon Escape,PEGI 3,454100,,PC (Windows),Steam
The Banner Saga,,0c0126bf-8d56-46c0-ac10-fa07a4f2ad70,,PC (Windows),Amazon
Stories Untold,PEGI 16,Parsley,,PC (Windows),Epic
Dead Space,PEGI 18,OFB-EAST:109547468,,PC (Windows),EA app
Battlefield V,PEGI 16,Origin.OFR.50.0004662,,PC (Windows),EA app
Knight Club,,knightclub_trove,,PC (Windows),Humble
Where the Water Tastes Like Wine,PEGI 16,447120,,PC (Windows),Steam
Viscera Cleanup Detail: Shadow Warrior,,255520,,PC (Windows),Steam
200% Mixed Juice!,,335190,,PC (Windows),Steam
Shattered - Tale of the Forgotten King,,amzn1.adg.product.c649ad6b-f119-4b58-9455-e021e306f8e4,,PC (Windows),Amazon
Cube Link,,681620,,PC (Windows),Steam
X-Blades,PEGI 12,7510,,PC (Windows),Steam
The Suicide of Rachel Foster,,1057750,,PC (Windows),Steam
"Drones, The Human Condition",,556130,,PC (Windows),Steam
Peaky Blinders: Mastermind,,amzn1.adg.product.5f9857c2-1f63-41ac-aea1-179056a5d5d5,,PC (Windows),Amazon
Temple of Xiala,,774411,,PC (Windows),Steam
Monaco,PEGI 12,113020,,PC (Windows),Steam
"The Official GamingTaylor Game, Great Job!",,881510,,PC (Windows),Steam
Nongunz: Doppelganger Edition,PEGI 12,1304780,,PC (Windows),Steam
Fahrenheit: Indigo Prophecy Remastered,PEGI 16,312840,,PC (Windows),Steam
Bad Day,,803080,,PC (Windows),Steam
Monster Sanctuary,,814370,,PC (Windows),Steam
UpGun,,1575870,,PC (Windows),Steam
The Textorcist: The Story of Ray Bibbia,,1591938132,,PC (Windows),GOG
The Escapists,,551a2cd1-9688-41fa-9a07-6af2df90b6e5,,PC (Windows),Amazon
Breach & Clear,,660082a1-5d0f-40d5-8f8c-828b87ab55c4,,PC (Windows),Amazon
Stargunner,,1207659693,,PC (Windows),GOG
Alice: Madness Returns,PEGI 18,19680,,PC (Windows),Steam
Pumped BMX,,f8ff5767-bbb1-4ab8-9b34-d617ec534339,,PC (Windows),Amazon
World of Warcraft,,WoW,,PC (Windows),Battle.net
Colin McRae Rally,,287340,,PC (Windows),Steam
Shadow Tactics: Blades of the Shogun,,0c836900-f133-4daa-bc04-f4ddf0c62a1d,,PC (Windows),Amazon
Cat Quest,,amzn1.adg.product.9a11bfd3-0659-4109-9f8b-2c4e011455ed,,PC (Windows),Amazon
Toybox Turbos,,287260,,PC (Windows),Steam
INDUSTRIA,,1172650,,PC (Windows),Steam
Borderlands: The Pre-Sequel,PEGI 18,261640,,PC (Windows),Steam
Path of Exile,PEGI 18,238960,,PC (Windows),Steam
"Uriel's Chasm",,292630,,PC (Windows),Steam
Speed Brawl,PEGI 12,6ffe878bb1ce490ba6d3a359a1f88df2,,PC (Windows),Epic
SIMULACRA,,712730,,PC (Windows),Steam
SUPERHOT,,62f505d5-9210-4784-9094-17cdc868f6da,,PC (Windows),Amazon
Prison Architect,PEGI 16,233450,,PC (Windows),Steam
Darksiders II Deathinitive Edition,PEGI 16,388410,,PC (Windows),Steam
Genesis Noir,,735290,,PC (Windows),Steam
Grand Theft Auto V,PEGI 18,271590,,PC (Windows),Steam
Kingdom Two Crowns,,701160,,PC (Windows),Steam
Hyperdrive Massacre,PEGI 7,402390,,PC (Windows),Steam
Canyon Capers,,275490,,PC (Windows),Steam
Paratopic,,897030,,PC (Windows),Steam
Phoenix Point,,839770,,PC (Windows),Steam
Shop Titans,PEGI 3,329064225aaf4df29c4658f141173905,,PC (Windows),Epic
Ａクラス,,2372510,,PC (Windows),Steam
Half-Life 2,PEGI 16,220,,PC (Windows),Steam
Imperator: Rome,,859580,,PC (Windows),Steam
Sam & Max Hit the Road,,7c594d67-625b-4673-a978-7b075306da9b,,PC (Windows),Amazon
Rock of Ages 2,PEGI 12,434460,,PC (Windows),Steam
Drawkanoid,,drawkanoid_monthly_Drawkanoid,,,Humble
"Warhammer 40,000: Gladius - Relics of War",,da5b18cb1e7a452196c3142f2c1d7dd3,,PC (Windows),Epic
Resident Evil Revelations 2,PEGI 18,287290,,PC (Windows),Steam
The Shapeshifting Detective,,898650,,PC (Windows),Steam
Sam & Max 102: Situation: Comedy,,8210,,PC (Windows),Steam
Company of Heroes: Tales of Valor,PEGI 16,20540,,PC (Windows),Steam
梦本无忧,,909020,,PC (Windows),Steam
Shadow Warrior,PEGI 18,233130,,PC (Windows),Steam
Pixel Puzzles: UndeadZ,,285010,,PC (Windows),Steam
The Groundz,,thegroundz_trove,,PC (Windows),Humble
Hotline Miami,PEGI 16,219150,,PC (Windows),Steam
Zak McKracken and the Alien Mindbenders,,amzn1.adg.product.e3b3a12f-d30d-44eb-8b43-548081dc69fb,,PC (Windows),Amazon
Blazing Chrome,,75790de1-8b94-447d-8c1a-28393eb47215,,PC (Windows),Amazon
Kerbal Space Program,PEGI 3,220200,,PC (Windows),Steam
Call of Duty: WWII,,476600,,PC (Windows),Steam
Fallout 4,PEGI 18,377160,,PC (Windows),Steam
ScourgeBringer,,amzn1.adg.product.79ec5ff2-4f01-4e47-ab46-3d7909ed5572,,PC (Windows),Amazon
Q.U.B.E. 2,PEGI 12,359100,,PC (Windows),Steam
Against All Odds,,ad8aff099d2a445599f9797a24e9ff93,,PC (Windows),Epic
"Dr. Kobushi's Labyrinthine Laboratory",PEGI 7,1289308,,PC (Windows),itch.io
Top Trumps Turbo,PEGI 3,343180,,PC (Windows),Steam
Batman: Arkham Origins,PEGI 16,209000,,PC (Windows),Steam
Quake,PEGI 18,18161d3ef68e4166968036626d173f25,,PC (Windows),Epic
Football Manager 2022,PEGI 3,29c30b4114b247678453c84ae156715d,,PC (Windows),Epic
Drawkanoid,,drawkanoid_trove,,PC (Windows),Humble
Cart Crawlers  Alpha,,242266,,PC (Windows),itch.io
Driftland: The Magic Revival,,718650,,PC (Windows),Steam
Never Alone (Kisima Ingitchuna),PEGI 12,f38de9fa4c6d43eabac080942cb394a1,,PC (Windows),Epic
112 Operator,,793460,,PC (Windows),Steam
Swimsanity,,1caba129-321f-4cd6-b69f-9947cc673d7f,,PC (Windows),Amazon
Just Cause 3,,225540,,PC (Windows),Steam
Neurodeck: Psychological Deckbuilder,PEGI 12,1739122581,,PC (Windows),GOG
Smoke and Sacrifice,,a1597314-37f8-4ed9-a31c-767bdcf6436e,,PC (Windows),Amazon
We Were Here Too,,677160,,PC (Windows),Steam
Counter-Strike 2,PEGI 18,730,,PC (Windows),Steam
DEATHLOOP,PEGI 18,3206dba3f9b14fd3b01c18f9dcbc864a,,PC (Windows),Epic
Cosmonautica,,320340,,PC (Windows),Steam
Patch Quest,,1347970,,PC (Windows),Steam
"8Doors: Arum's Afterlife Adventure",,668550,,PC (Windows),Steam
Sam & Max 202: Moai Better Blues,,8270,,PC (Windows),Steam
Bacteria,,448470,,PC (Windows),Steam
Mordheim: City of the Damned,PEGI 16,276810,,PC (Windows),Steam
Sunless Sea,,304650,,PC (Windows),Steam
Counter-Strike: Condition Zero,PEGI 16,80,,PC (Windows),Steam
巨龙召唤,,1101420,,PC (Windows),Steam
Swords and Soldiers 2 Shawarmageddon,,703880,,PC (Windows),Steam
Bad North,,688420,,PC (Windows),Steam
"Warhammer 40,000: Gladius - Relics of War",,489630,,PC (Windows),Steam
SOULCALIBUR VI,PEGI 16,544750,,PC (Windows),Steam
HD Wallpaper,,f8bf1e29bbef480a9b28115ad0d644a0,,PC (Windows),Epic
Sakura Spirit,,313740,,PC (Windows),Steam
Stories: The Path of Destinies,,439190,,PC (Windows),Steam
Influent,,influent_Influent,,,Humble
I Am Not Crazy,,1811930,,PC (Windows),itch.io
EXAPUNKS: TEC Redshift Player,,948420,,PC (Windows),Steam
Control Ultimate Edition,PEGI 16,2049187585,,PC (Windows),GOG
Super Adventure Hand,,amzn1.adg.product.c70aeca3-dab0-4c81-9f90-93144ce113df,,PC (Windows),Amazon
Werewolf: The Apocalypse - Heart of the Forest,,1342620,,PC (Windows),Steam
Mount & Blade,,1207666893,,PC (Windows),GOG
"Ben There, Dan That!",,37420,,PC (Windows),Steam
"8Doors: Arum's Afterlife Adventure",,amzn1.adg.product.c82d2124-433c-4d90-beba-e1ea3f57ffd9,,PC (Windows),Amazon
Iris and the giant,,1127610,,PC (Windows),Steam
LIMBO,PEGI 16,48000,,PC (Windows),Steam
Deadlight Director’s Cut,PEGI 18,423950,,PC (Windows),Steam
Figment,PEGI 12,1090728382,,PC (Windows),GOG
Dark Devotion,,890bd3c5-208c-4a93-b51c-7fc916b5e10f,,PC (Windows),Amazon
Gunpoint,,add77e2e-2f4e-4d12-bcfb-17765929ea78,,PC (Windows),Amazon
Megabyte Punch,PEGI 7,248550,,PC (Windows),Steam
Kingdom: Classic,,368230,,PC (Windows),Steam
Space Crew: Legendary Edition,,amzn1.adg.product.2eadae75-aef2-408a-bb98-259aca76e0cd,,PC (Windows),Amazon
Wizorb,PEGI 7,207420,,PC (Windows),Steam
Leisure Suit Larry 7 - Love for Sail,,12097689,,PC (Windows),Indiegala
Unhack,,17454953,,PC (Windows),Indiegala
Dupio,,793990,,PC (Windows),Steam
Magician Lord,,amzn1.adg.product.9dd36368-4002-4772-a680-96af41405383,,PC (Windows),Amazon
Hitchhiker,PEGI 12,hitchhiker_Hitchhiker,,,Humble
The Stanley Parable,,Freesia,,PC (Windows),Epic
Metro: Last Light Complete Edition,,43160,,PC (Windows),Steam
Saints Row: The Third,PEGI 18,55230,,PC (Windows),Steam
Solar Flux,PEGI 3,251910,,PC (Windows),Steam
"Sir, You Are Being Hunted",,242880,,PC (Windows),Steam
Necromunda: Hired Gun,,1222370,,PC (Windows),Steam
The Alto Collection,PEGI 3,Hornbill,,PC (Windows),Epic
The Stillness of the Wind,,828900,,PC (Windows),Steam
Faster Than Light,,Blowfish,,PC (Windows),Epic
Zup! 4,,591420,,PC (Windows),Steam
Elephant in the Room,,elephantintheroom_trove,,PC (Windows),Humble
Little Big Workshop,PEGI 3,574720,,PC (Windows),Steam
Foretales,,1170080,,PC (Windows),Steam
Emily is Away Too,,523780,,PC (Windows),Steam
Asphyxia,,386990,,PC (Windows),Steam
Mark of the Ninja,PEGI 16,214560,,PC (Windows),Steam
Othercide,,798490,,PC (Windows),Steam
The m0rg VS keys,,812450,,PC (Windows),Steam
Football Manager 2023 Resource Archiver,,fa708b5eb31f469784ff8a06c22b81bc,,PC (Windows),Epic
Hello Neighbor,PEGI 7,521890,,PC (Windows),Steam
Cosmic Dust & Rust,,473560,,PC (Windows),Steam
WIN THE GAME: DO IT!,,843890,,PC (Windows),Steam
ChikkinGun,,12189,,PC (Windows),itch.io
Hearts of Iron III,PEGI 3,25890,,PC (Windows),Steam
Commander Lilith DLC,,DodoDLC1Anemone,,PC (Windows),Epic
Downtown Drift,,1077340,,PC (Windows),Steam
Field of Glory II,,660160,,PC (Windows),Steam
Running Gods,,496320,,PC (Windows),Steam
This Is the Police 2,,785740,,PC (Windows),Steam
Ring of Pain,PEGI 7,130285de16cc429abc603eaf95b8787b,,PC (Windows),Epic
My Time at Portia,PEGI 7,666140,,PC (Windows),Steam
Homefront,PEGI 18,55100,,PC (Windows),Steam
The Forgotten City,,874260,,PC (Windows),Steam
McPixel 3 Demo,,1803215870,,PC (Windows),GOG
Secret Files 3,,amzn1.adg.product.715c7943-57b4-4fa1-9315-ad9631321d98,,PC (Windows),Amazon
Overture,,343100,,PC (Windows),Steam
For The King,PEGI 12,Discus,,PC (Windows),Epic
Ticket To Ride: Classic Edition,PEGI 3,Towhee,,PC (Windows),Epic
Pirates of Black Cove,PEGI 12,49330,,PC (Windows),Steam
10 Second Ninja X,,13a0d6e1-fce9-4b6c-9f3a-582a0f04b6b7,,PC (Windows),Amazon
Sam & Max 203: Night of the Raving Dead,,8280,,PC (Windows),Steam
Star Wars: Rogue Squadron,,amzn1.adg.product.054a8a9a-075f-4b2e-9ff6-113f743226c3,,PC (Windows),Amazon
Tomb Raider III: Adventures of Lara Croft,PEGI 12,225320,,PC (Windows),Steam
Tales from the Borderlands,,b24f49f9-d7fe-40b6-8f4d-65b0c6bf6a6b,,PC (Windows),Amazon
Tiny Echo,,tinyecho_trove,,PC (Windows),Humble
Saints Row: Gat out of Hell,PEGI 16,301910,,PC (Windows),Steam
Voidigo,,1304680,,PC (Windows),Steam
Monster Train,,1102190,,PC (Windows),Steam
Worlds of Ultima : The Savage Empire,,1207659061,,PC (Windows),GOG
Naiad,PEGI 3,naiad_Naiad,,,Humble
Warframe,PEGI 18,230410,,PC (Windows),Steam
Bardic Inspiration Vol 1.5 Soundtrack,,df31963225f54e8ba2de54f0153de412,,PC (Windows),Epic
Giana Sisters: Twisted Dreams,,amzn1.adg.product.0a76e83e-1ecc-43eb-84bd-93e6675ec697,,PC (Windows),Amazon
Northgard,PEGI 12,466560,,PC (Windows),Steam
Hitman: Absolution,PEGI 18,203140,,PC (Windows),Steam
GUILTY GEAR Xrd REV 2,PEGI 12,520440,,PC (Windows),Steam
Metamorphosis,,5b20a285-a8ee-49bf-a186-2e64f2e379f3,,PC (Windows),Amazon
GRID Legends,PEGI 3,Origin.OFR.50.0004676,,PC (Windows),EA app
Punch Club,,a94ceb03-3f04-4013-b5f3-7bc24f3da1ec,,PC (Windows),Amazon
Hidden Folks,PEGI 3,435400,,PC (Windows),Steam
Wargroove,PEGI 7,607050,,PC (Windows),Steam
Resistance is Fruitile,,384148,,PC (Windows),itch.io
Warhammer: Vermintide 2,,552500,,PC (Windows),Steam
Morbid: The Seven Acolytes,,1140890,,PC (Windows),Steam
LEGO Batman The Videogame,PEGI 7,Goldeneye,,PC (Windows),Epic
Almost There: The Platformer,,951940,,PC (Windows),Steam
